EC	log2_fold_change	valor_p_ajustado
3.6.4.12	33.0085918510044	3.85372349944084e-30
1.3.1.42	30.1206573333436	0.0028610821136180005
2.7.11.1	28.7117591557393	0.00010326808054
1.1.1.331	27.850980537294102	4.23220415766837e-07
2.4.1.324	25.546324597274605	1.22299128011649e-08
2.7.11.1	22.709822565760604	7.33228666754568e-16
1.3.1.75	17.1929570221454	1.66975417409828e-06
3.1.3.16	10.4203817615766	1.8118413257358e-07
2.7.7.6	10.1313204514951	0.000215214976792
4.3.3.2	9.97572235336543	2.07074558005864e-05
3.5.3.12	9.841645855170551	6.12920597907368e-05
2.7.11.1	9.78436428993492	0.0005207547942290001
2.4.1.15,3.1.3.12	9.7454453739038	9.509487475258249e-07
2.1.1.43	9.717078275831039	6.75555816159335e-06
2.7.11.1	9.59336090991583	0.0007293438703510001
3.1.3.16	9.4438856384349	0.005678722028363001
2.7.11.1	9.13095289439423	0.001694890773063
2.4.1.1	9.02758584450842	0.00066740251664
1.14.11.2	8.67641576319586	0.001575991974196
1.4.3.5	8.62215960175703	1.4044985533538599e-05
3.1.3.48	8.45113140290244	0.000254194483
1.3.1.42	8.35625090253473	0.008763873335828001
3.5.1.16	7.91087714083403	9.92950319442396e-05
3.4.21.89	7.88940524664795	3.3665419969890004e-05
3.1.3.74	7.77879608398151	2.8609554159951197e-05
1.1.1.3	7.74929433432133	0.000676946951213
5.5.1.4	7.67838575691608	3.8501921568781705e-05
3.4.22.14	7.6424596098255995	2.06366504454505e-07
6.4.1.1	7.6396944452407	0.008507848878708
2.7.11.1	7.57641473526721	0.006095136570515001
3.4.14.10	7.5616814658050595	1.8283971025486398e-07
3.4.25.1	7.5094121116651	0.0016586435317289998
3.5.1.19	7.4795091421943996	0.004340355348162
5.1.3.15	7.427439630206179	0.002188770210801
5.4.2.12,5.4.2.11	7.425906034860951	0.00011861724504899999
1.1.1.23	7.3979835806897	2.4735886866782398e-06
3.1.3.16	7.38495072779413	0.009383766921191
3.4.23.12	7.25934831367342	0.0024334712455629996
1.5.3.17	7.257699475197951	0.004286094518059
2.7.11.1	7.17673201753245	0.0006757571102080001
1.11.1.7	7.16285184770434	3.14354463419923e-08
2.7.6.1	7.055590691703401	1.4069046824773599e-06
2.6.1.13	6.990089842960581	0.000419669467648
3.6.3.44	6.97576265572145	0.001012413710977
3.1.1.3	6.94129241399081	0.0007986447156869999
6.1.1.18	6.93165638695986	0.009811513414356
5.3.1.16	6.85046916538079	0.0009144422249360002
3.2.1.39	6.80743120644217	4.08685747190232e-06
2.8.1.6	6.79695621853994	9.34933231344353e-05
2.7.11.1	6.770733161488731	0.007346766734639
4.1.1.20	6.7097255438917305	0.0011962091926339998
3.3.2.10	6.7074590689726605	3.2593770057782e-05
1.14.13.173	6.69489812121089	0.009628409491506
2.7.1.40	6.69117946706815	0.00196858977992
3.1.3.16	6.647423060893789	0.003711613541691
2.7.11.2	6.62934736578182	0.001297553923985
3.4.22.1	6.60357523273172	8.744710897365581e-06
3.4.16.2	6.54316292836545	3.91649337726977e-07
3.5.5.4,3.5.5.1,4.2.1.65	6.5378643590089105	0.0022991347975889996
2.5.1.16	6.52952805691658	0.000622129170331
2.3.1.144	6.49574916591225	0.000933058200805
3.1.3.16	6.46794286034844	0.009508582663939
2.7.11.1	6.41736771345812	1.07631269190482e-05
3.4.23.40	6.35927483071947	4.3024959303534e-05
3.2.2.16	6.35835134101519	0.000889990278654
3.1.3.11	6.34285141372006	7.75223267698667e-08
6.6.1.1	6.32649593329229	0.00372421824413
6.3.2.4	6.29593177236029	0.007572937219898001
3.1.1.3	6.09570358409855	0.00046706457079
1.2.1.27	6.064949639094219	0.000594118569099
4.2.1.11	6.061417769988901	0.007174741776733
3.4.23.12	6.0542705268770804	2.0065568826458302e-05
